model,id,active_energy,meter_date,meter_id
energies.energy,36,635.31,2022-10-12 04:54:35,"22,051,237"
energies.energy,37,635.43,2022-10-12 04:55:07,"22,051,237"
energies.energy,38,635.58,2022-10-12 04:55:37,"22,051,237"
energies.energy,39,635.74,2022-10-12 04:56:06,"22,051,237"
energies.energy,40,635.92,2022-10-12 04:56:35,"22,051,237"
energies.energy,41,636.12,2022-10-12 04:57:05,"22,051,237"
energies.energy,42,636.31,2022-10-12 04:57:36,"22,051,237"
energies.energy,43,636.52,2022-10-12 04:58:07,"22,051,237"
energies.energy,44,636.76,2022-10-12 04:58:34,"22,051,237"
energies.energy,45,636.95,2022-10-12 04:59:08,"22,051,237"
energies.energy,46,637.21,2022-10-12 04:59:35,"22,051,237"
energies.energy,47,655.57,2022-10-12 05:50:06,"22,051,237"
energies.energy,48,655.75,2022-10-12 05:50:37,"22,051,237"
energies.energy,49,655.94,2022-10-12 05:51:05,"22,051,237"
energies.energy,50,656.1,2022-10-12 05:51:36,"22,051,237"
energies.energy,51,656.46,2022-10-12 05:52:37,"22,051,237"
energies.energy,52,656.68,2022-10-12 05:53:05,"22,051,237"
energies.energy,53,656.85,2022-10-12 05:53:35,"22,051,237"
energies.energy,54,657.05,2022-10-12 05:54:05,"22,051,237"
energies.energy,55,657.29,2022-10-12 05:54:36,"22,051,237"
energies.energy,56,657.54,2022-10-12 05:55:06,"22,051,237"
energies.energy,57,657.79,2022-10-12 05:55:36,"22,051,237"
energies.energy,58,658.05,2022-10-12 05:56:05,"22,051,237"
energies.energy,59,658.27,2022-10-12 05:56:35,"22,051,237"
energies.energy,60,658.49,2022-10-12 05:57:07,"22,051,237"
energies.energy,61,658.94,2022-10-12 05:58:05,"22,051,237"
energies.energy,62,659.14,2022-10-12 05:58:36,"22,051,237"
energies.energy,63,659.53,2022-10-12 05:59:37,"22,051,237"
energies.energy,64,679.18,2022-10-12 06:50:06,"22,051,237"
energies.energy,65,679.41,2022-10-12 06:50:35,"22,051,237"
energies.energy,66,679.62,2022-10-12 06:51:05,"22,051,237"
energies.energy,67,679.83,2022-10-12 06:51:36,"22,051,237"
energies.energy,68,680.03,2022-10-12 06:52:06,"22,051,237"
energies.energy,69,680.2,2022-10-12 06:52:36,"22,051,237"
energies.energy,70,680.37,2022-10-12 06:53:06,"22,051,237"
energies.energy,71,680.55,2022-10-12 06:53:36,"22,051,237"
energies.energy,72,680.74,2022-10-12 06:54:04,"22,051,237"
energies.energy,73,680.91,2022-10-12 06:54:35,"22,051,237"
energies.energy,74,681.08,2022-10-12 06:55:05,"22,051,237"
energies.energy,75,681.26,2022-10-12 06:55:35,"22,051,237"
energies.energy,76,681.44,2022-10-12 06:56:05,"22,051,237"
energies.energy,77,681.62,2022-10-12 06:56:36,"22,051,237"
energies.energy,78,681.81,2022-10-12 06:57:05,"22,051,237"
energies.energy,79,681.99,2022-10-12 06:57:36,"22,051,237"
energies.energy,80,682.19,2022-10-12 06:58:06,"22,051,237"
energies.energy,81,682.38,2022-10-12 06:58:35,"22,051,237"
energies.energy,82,682.56,2022-10-12 06:59:05,"22,051,237"
energies.energy,83,682.72,2022-10-12 06:59:34,"22,051,237"
energies.energy,84,699.97,2022-10-12 07:50:04,"22,051,237"
energies.energy,85,700.14,2022-10-12 07:50:36,"22,051,237"
energies.energy,86,700.36,2022-10-12 07:51:06,"22,051,237"
energies.energy,87,700.55,2022-10-12 07:51:37,"22,051,237"
energies.energy,88,700.76,2022-10-12 07:52:06,"22,051,237"
energies.energy,89,700.95,2022-10-12 07:52:37,"22,051,237"
energies.energy,90,701.15,2022-10-12 07:53:06,"22,051,237"
energies.energy,91,701.35,2022-10-12 07:53:37,"22,051,237"
energies.energy,92,701.58,2022-10-12 07:54:06,"22,051,237"
energies.energy,93,701.78,2022-10-12 07:54:35,"22,051,237"
energies.energy,94,701.98,2022-10-12 07:55:07,"22,051,237"
energies.energy,95,702.2,2022-10-12 07:55:34,"22,051,237"
energies.energy,96,702.37,2022-10-12 07:56:06,"22,051,237"
energies.energy,97,702.57,2022-10-12 07:56:34,"22,051,237"
energies.energy,98,702.72,2022-10-12 07:57:08,"22,051,237"
energies.energy,99,702.9,2022-10-12 07:57:38,"22,051,237"
energies.energy,100,703.07,2022-10-12 07:58:05,"22,051,237"
energies.energy,101,703.25,2022-10-12 07:58:37,"22,051,237"
energies.energy,102,703.46,2022-10-12 07:59:05,"22,051,237"
energies.energy,103,703.64,2022-10-12 07:59:36,"22,051,237"
energies.energy,104,723.64,2022-10-12 08:50:06,"22,051,237"
energies.energy,105,723.76,2022-10-12 08:50:36,"22,051,237"
energies.energy,106,723.93,2022-10-12 08:51:06,"22,051,237"
energies.energy,107,724.09,2022-10-12 08:51:35,"22,051,237"
energies.energy,108,724.23,2022-10-12 08:52:07,"22,051,237"
energies.energy,109,724.39,2022-10-12 08:52:36,"22,051,237"
energies.energy,110,724.54,2022-10-12 08:53:06,"22,051,237"
energies.energy,111,724.71,2022-10-12 08:53:36,"22,051,237"
energies.energy,112,724.9,2022-10-12 08:54:05,"22,051,237"
energies.energy,113,725.08,2022-10-12 08:54:36,"22,051,237"
energies.energy,114,725.4,2022-10-12 08:55:36,"22,051,237"
energies.energy,115,725.56,2022-10-12 08:56:06,"22,051,237"
energies.energy,116,725.7,2022-10-12 08:56:36,"22,051,237"
energies.energy,117,725.84,2022-10-12 08:57:05,"22,051,237"
energies.energy,118,725.99,2022-10-12 08:57:38,"22,051,237"
energies.energy,119,726.16,2022-10-12 08:58:05,"22,051,237"
energies.energy,120,726.34,2022-10-12 08:58:35,"22,051,237"
energies.energy,121,726.73,2022-10-12 08:59:35,"22,051,237"
energies.energy,122,743.65,2022-10-12 09:50:06,"22,051,237"
energies.energy,123,743.84,2022-10-12 09:50:36,"22,051,237"
energies.energy,124,744.02,2022-10-12 09:51:04,"22,051,237"
energies.energy,125,744.15,2022-10-12 09:51:36,"22,051,237"
energies.energy,126,744.31,2022-10-12 09:52:05,"22,051,237"
energies.energy,127,744.45,2022-10-12 09:52:36,"22,051,237"
energies.energy,128,744.59,2022-10-12 09:53:06,"22,051,237"
energies.energy,129,744.72,2022-10-12 09:53:35,"22,051,237"
energies.energy,130,744.85,2022-10-12 09:54:05,"22,051,237"
energies.energy,131,744.96,2022-10-12 09:54:36,"22,051,237"
energies.energy,132,745.08,2022-10-12 09:55:07,"22,051,237"
energies.energy,133,745.2,2022-10-12 09:55:36,"22,051,237"
energies.energy,134,745.33,2022-10-12 09:56:05,"22,051,237"
energies.energy,135,745.49,2022-10-12 09:56:37,"22,051,237"
energies.energy,136,745.66,2022-10-12 09:57:06,"22,051,237"
energies.energy,137,745.81,2022-10-12 09:57:35,"22,051,237"
energies.energy,138,745.99,2022-10-12 09:58:05,"22,051,237"
energies.energy,139,746.16,2022-10-12 09:58:35,"22,051,237"
energies.energy,140,746.32,2022-10-12 09:59:04,"22,051,237"
energies.energy,141,746.48,2022-10-12 09:59:37,"22,051,237"
energies.energy,142,761.73,2022-10-12 10:50:05,"22,051,237"
energies.energy,143,761.9,2022-10-12 10:50:34,"22,051,237"
energies.energy,144,762.09,2022-10-12 10:51:07,"22,051,237"
energies.energy,145,762.47,2022-10-12 10:52:05,"22,051,237"
energies.energy,146,762.65,2022-10-12 10:52:36,"22,051,237"
energies.energy,147,762.86,2022-10-12 10:53:07,"22,051,237"
energies.energy,148,763.06,2022-10-12 10:53:36,"22,051,237"
energies.energy,149,763.27,2022-10-12 10:54:06,"22,051,237"
energies.energy,150,763.48,2022-10-12 10:54:35,"22,051,237"
energies.energy,151,763.67,2022-10-12 10:55:07,"22,051,237"
energies.energy,152,763.89,2022-10-12 10:55:35,"22,051,237"
energies.energy,153,764.07,2022-10-12 10:56:05,"22,051,237"
energies.energy,154,764.28,2022-10-12 10:56:36,"22,051,237"
energies.energy,155,764.49,2022-10-12 10:57:06,"22,051,237"
energies.energy,156,764.68,2022-10-12 10:57:37,"22,051,237"
energies.energy,157,764.89,2022-10-12 10:59:06,"22,051,237"
energies.energy,158,765.47,2022-10-12 10:59:36,"22,051,237"
energies.energy,159,784.01,2022-10-12 11:50:06,"22,051,237"
energies.energy,160,784.23,2022-10-12 11:50:36,"22,051,237"
energies.energy,161,784.45,2022-10-12 11:51:06,"22,051,237"
energies.energy,162,784.66,2022-10-12 11:51:38,"22,051,237"
energies.energy,163,784.86,2022-10-12 11:52:05,"22,051,237"
energies.energy,164,785.01,2022-10-12 11:52:35,"22,051,237"
energies.energy,165,785.19,2022-10-12 11:53:05,"22,051,237"
energies.energy,166,785.36,2022-10-12 11:53:37,"22,051,237"
energies.energy,167,785.54,2022-10-12 11:54:06,"22,051,237"
energies.energy,168,785.7,2022-10-12 11:54:37,"22,051,237"
energies.energy,169,785.88,2022-10-12 11:55:06,"22,051,237"
energies.energy,170,786.04,2022-10-12 11:55:37,"22,051,237"
energies.energy,171,786.22,2022-10-12 11:56:07,"22,051,237"
energies.energy,172,786.41,2022-10-12 11:56:36,"22,051,237"
energies.energy,173,786.6,2022-10-12 11:57:07,"22,051,237"
energies.energy,174,786.82,2022-10-12 11:57:36,"22,051,237"
energies.energy,175,787.04,2022-10-12 11:58:08,"22,051,237"
energies.energy,176,787.28,2022-10-12 11:59:35,"22,051,237"
energies.energy,177,808.32,2022-10-12 12:50:05,"22,051,237"
energies.energy,178,808.55,2022-10-12 12:50:37,"22,051,237"
energies.energy,179,808.82,2022-10-12 12:51:06,"22,051,237"
energies.energy,180,809.04,2022-10-12 12:51:34,"22,051,237"
energies.energy,181,809.24,2022-10-12 12:52:07,"22,051,237"
energies.energy,182,809.71,2022-10-12 12:53:07,"22,051,237"
energies.energy,183,809.91,2022-10-12 12:53:36,"22,051,237"
energies.energy,184,810.13,2022-10-12 12:54:06,"22,051,237"
energies.energy,185,810.35,2022-10-12 12:54:37,"22,051,237"
energies.energy,186,810.6,2022-10-12 12:55:05,"22,051,237"
energies.energy,187,810.81,2022-10-12 12:55:36,"22,051,237"
energies.energy,188,811.04,2022-10-12 12:56:07,"22,051,237"
energies.energy,189,811.26,2022-10-12 12:56:36,"22,051,237"
energies.energy,190,811.47,2022-10-12 12:57:08,"22,051,237"
energies.energy,191,811.89,2022-10-12 12:58:06,"22,051,237"
energies.energy,192,812.11,2022-10-12 12:58:38,"22,051,237"
energies.energy,193,812.34,2022-10-12 12:59:35,"22,051,237"
energies.energy,194,835.77,2022-10-12 13:50:06,"22,051,237"
energies.energy,195,836.02,2022-10-12 13:50:36,"22,051,237"
energies.energy,196,836.26,2022-10-12 13:51:08,"22,051,237"
energies.energy,197,836.55,2022-10-12 13:51:37,"22,051,237"
energies.energy,198,836.81,2022-10-12 13:52:06,"22,051,237"
energies.energy,199,837.02,2022-10-12 13:52:37,"22,051,237"
energies.energy,200,837.28,2022-10-12 13:53:06,"22,051,237"
energies.energy,201,837.49,2022-10-12 13:53:37,"22,051,237"
energies.energy,202,837.73,2022-10-12 13:54:05,"22,051,237"
energies.energy,203,837.96,2022-10-12 13:54:37,"22,051,237"
energies.energy,204,838.2,2022-10-12 13:55:06,"22,051,237"
energies.energy,205,838.44,2022-10-12 13:55:36,"22,051,237"
energies.energy,206,838.66,2022-10-12 13:56:06,"22,051,237"
energies.energy,207,838.88,2022-10-12 13:56:36,"22,051,237"
energies.energy,208,839.11,2022-10-12 13:57:07,"22,051,237"
energies.energy,209,839.56,2022-10-12 13:58:06,"22,051,237"
energies.energy,210,839.82,2022-10-12 13:58:38,"22,051,237"
energies.energy,211,840.1,2022-10-12 13:59:06,"22,051,237"
energies.energy,212,840.31,2022-10-12 13:59:37,"22,051,237"
energies.energy,213,866.93,2022-10-12 14:50:37,"22,051,237"
energies.energy,214,867.2,2022-10-12 14:51:07,"22,051,237"
energies.energy,215,867.46,2022-10-12 14:51:36,"22,051,237"
energies.energy,216,867.69,2022-10-12 14:52:06,"22,051,237"
energies.energy,217,867.94,2022-10-12 14:52:35,"22,051,237"
energies.energy,218,868.2,2022-10-12 14:53:07,"22,051,237"
energies.energy,219,868.52,2022-10-12 14:53:36,"22,051,237"
energies.energy,220,868.74,2022-10-12 14:54:07,"22,051,237"
energies.energy,221,869.02,2022-10-12 14:54:36,"22,051,237"
energies.energy,222,869.28,2022-10-12 14:55:07,"22,051,237"
energies.energy,223,869.56,2022-10-12 14:55:36,"22,051,237"
energies.energy,224,869.81,2022-10-12 14:56:07,"22,051,237"
energies.energy,225,870.1,2022-10-12 14:56:35,"22,051,237"
energies.energy,226,870.33,2022-10-12 14:57:07,"22,051,237"
energies.energy,227,870.61,2022-10-12 14:57:37,"22,051,237"
energies.energy,228,870.88,2022-10-12 14:58:07,"22,051,237"
energies.energy,229,871.15,2022-10-12 14:58:39,"22,051,237"
energies.energy,230,871.42,2022-10-12 14:59:06,"22,051,237"
energies.energy,231,871.64,2022-10-12 14:59:37,"22,051,237"
energies.energy,232,901.05,2022-10-12 15:50:02,"22,051,237"
energies.energy,233,901.31,2022-10-12 15:50:33,"22,051,237"
energies.energy,234,901.54,2022-10-12 15:51:02,"22,051,237"
energies.energy,235,901.81,2022-10-12 15:51:32,"22,051,237"
energies.energy,236,902.08,2022-10-12 15:52:04,"22,051,237"
energies.energy,237,902.36,2022-10-12 15:52:33,"22,051,237"
energies.energy,238,902.61,2022-10-12 15:53:05,"22,051,237"
energies.energy,239,902.87,2022-10-12 15:53:30,"22,051,237"
energies.energy,240,903.15,2022-10-12 15:54:04,"22,051,237"
energies.energy,241,903.41,2022-10-12 15:54:33,"22,051,237"
energies.energy,242,903.71,2022-10-12 15:55:03,"22,051,237"
energies.energy,243,903.99,2022-10-12 15:55:32,"22,051,237"
energies.energy,244,905.23,2022-10-12 15:57:32,"22,051,237"
energies.energy,245,906.09,2022-10-12 15:59:02,"22,051,237"
energies.energy,246,906.34,2022-10-12 15:59:35,"22,051,237"
energies.energy,247,932.98,2022-10-12 16:50:25,"22,051,237"
energies.energy,248,933.26,2022-10-12 16:50:56,"22,051,237"
energies.energy,249,933.56,2022-10-12 16:51:27,"22,051,237"
energies.energy,250,933.8,2022-10-12 16:51:56,"22,051,237"
energies.energy,251,934.06,2022-10-12 16:52:29,"22,051,237"
energies.energy,252,934.27,2022-10-12 16:52:57,"22,051,237"
energies.energy,253,934.5,2022-10-12 16:53:24,"22,051,237"
energies.energy,254,934.78,2022-10-12 16:53:55,"22,051,237"
energies.energy,255,935.06,2022-10-12 16:54:26,"22,051,237"
energies.energy,256,935.38,2022-10-12 16:54:58,"22,051,237"
energies.energy,257,935.68,2022-10-12 16:55:27,"22,051,237"
energies.energy,258,935.92,2022-10-12 16:55:53,"22,051,237"
energies.energy,259,936.23,2022-10-12 16:56:27,"22,051,237"
energies.energy,260,936.49,2022-10-12 16:56:56,"22,051,237"
energies.energy,261,936.76,2022-10-12 16:57:26,"22,051,237"
energies.energy,262,937.05,2022-10-12 16:57:57,"22,051,237"
energies.energy,263,937.33,2022-10-12 16:58:25,"22,051,237"
energies.energy,264,937.62,2022-10-12 16:58:58,"22,051,237"
energies.energy,265,966.11,2022-10-12 17:50:27,"22,051,237"
energies.energy,266,966.4,2022-10-12 17:50:56,"22,051,237"
energies.energy,267,967.16,2022-10-12 17:52:26,"22,051,237"
energies.energy,268,967.39,2022-10-12 17:52:54,"22,051,237"
energies.energy,269,967.69,2022-10-12 17:53:28,"22,051,237"
energies.energy,270,967.89,2022-10-12 17:53:53,"22,051,237"
energies.energy,271,968.14,2022-10-12 17:54:25,"22,051,237"
energies.energy,272,968.39,2022-10-12 17:54:58,"22,051,237"
energies.energy,273,968.66,2022-10-12 17:55:27,"22,051,237"
energies.energy,274,968.9,2022-10-12 17:55:58,"22,051,237"
energies.energy,275,969.14,2022-10-12 17:56:25,"22,051,237"
energies.energy,276,969.41,2022-10-12 17:56:56,"22,051,237"
energies.energy,277,969.63,2022-10-12 17:57:26,"22,051,237"
energies.energy,278,970.37,2022-10-12 17:58:55,"22,051,237"
energies.energy,279,970.6,2022-10-12 17:59:26,"22,051,237"
energies.energy,280,"1,023.41",2022-10-12 19:50:27,"22,051,237"
energies.energy,281,"1,023.66",2022-10-12 19:50:58,"22,051,237"
energies.energy,282,"1,023.91",2022-10-12 19:51:27,"22,051,237"
energies.energy,283,"1,024.17",2022-10-12 19:51:55,"22,051,237"
energies.energy,284,"1,024.44",2022-10-12 19:52:26,"22,051,237"
energies.energy,285,"1,024.7",2022-10-12 19:52:54,"22,051,237"
energies.energy,286,"1,024.98",2022-10-12 19:53:26,"22,051,237"
energies.energy,287,"1,025.23",2022-10-12 19:53:54,"22,051,237"
energies.energy,288,"1,025.5",2022-10-12 19:54:26,"22,051,237"
energies.energy,289,"1,025.74",2022-10-12 19:54:56,"22,051,237"
energies.energy,290,"1,026",2022-10-12 19:55:28,"22,051,237"
energies.energy,291,"1,026.23",2022-10-12 19:55:57,"22,051,237"
energies.energy,292,"1,026.48",2022-10-12 19:56:27,"22,051,237"
energies.energy,293,"1,026.71",2022-10-12 19:56:59,"22,051,237"
energies.energy,294,"1,026.93",2022-10-12 19:57:25,"22,051,237"
energies.energy,295,"1,027.16",2022-10-12 19:57:56,"22,051,237"
energies.energy,296,"1,027.4",2022-10-12 19:58:24,"22,051,237"
energies.energy,297,"1,027.67",2022-10-12 19:58:57,"22,051,237"
energies.energy,298,"1,027.93",2022-10-12 19:59:29,"22,051,237"
energies.energy,299,"1,028.15",2022-10-12 19:59:55,"22,051,237"
energies.energy,300,"1,079.44",2022-10-12 21:50:09,"22,051,237"
energies.energy,301,"1,079.66",2022-10-12 21:50:43,"22,051,237"
energies.energy,302,"1,079.85",2022-10-12 21:51:09,"22,051,237"
energies.energy,303,"1,080.1",2022-10-12 21:51:42,"22,051,237"
energies.energy,304,"1,080.33",2022-10-12 21:52:12,"22,051,237"
energies.energy,305,"1,080.54",2022-10-12 21:52:41,"22,051,237"
energies.energy,306,"1,080.72",2022-10-12 21:53:11,"22,051,237"
energies.energy,307,"1,080.91",2022-10-12 21:53:39,"22,051,237"
energies.energy,308,"1,081.13",2022-10-12 21:54:13,"22,051,237"
energies.energy,309,"1,081.37",2022-10-12 21:54:44,"22,051,237"
energies.energy,310,"1,081.53",2022-10-12 21:55:10,"22,051,237"
energies.energy,311,"1,081.71",2022-10-12 21:55:41,"22,051,237"
energies.energy,312,"1,081.88",2022-10-12 21:56:09,"22,051,237"
energies.energy,313,"1,082.05",2022-10-12 21:56:42,"22,051,237"
energies.energy,314,"1,082.23",2022-10-12 21:57:11,"22,051,237"
energies.energy,315,"1,082.41",2022-10-12 21:57:41,"22,051,237"
energies.energy,316,"1,082.59",2022-10-12 21:58:09,"22,051,237"
energies.energy,317,"1,082.79",2022-10-12 21:58:42,"22,051,237"
energies.energy,318,"1,082.95",2022-10-12 21:59:09,"22,051,237"
energies.energy,319,"1,083.13",2022-10-12 21:59:40,"22,051,237"
energies.energy,320,"1,103.47",2022-10-12 22:50:13,"22,051,237"
energies.energy,321,"1,103.63",2022-10-12 22:50:41,"22,051,237"
energies.energy,322,"1,103.96",2022-10-12 22:51:40,"22,051,237"
energies.energy,323,"1,104.15",2022-10-12 22:52:10,"22,051,237"
energies.energy,324,"1,104.34",2022-10-12 22:52:43,"22,051,237"
energies.energy,325,"1,104.51",2022-10-12 22:53:11,"22,051,237"
energies.energy,326,"1,104.7",2022-10-12 22:53:43,"22,051,237"
energies.energy,327,"1,104.9",2022-10-12 22:54:12,"22,051,237"
energies.energy,328,"1,105.11",2022-10-12 22:54:42,"22,051,237"
energies.energy,329,"1,105.35",2022-10-12 22:55:13,"22,051,237"
energies.energy,330,"1,105.56",2022-10-12 22:55:42,"22,051,237"
energies.energy,331,"1,105.8",2022-10-12 22:56:09,"22,051,237"
energies.energy,332,"1,106.04",2022-10-12 22:56:40,"22,051,237"
energies.energy,333,"1,106.27",2022-10-12 22:57:12,"22,051,237"
energies.energy,334,"1,106.49",2022-10-12 22:57:40,"22,051,237"
energies.energy,335,"1,106.76",2022-10-12 22:58:11,"22,051,237"
energies.energy,336,"1,107.01",2022-10-12 22:58:39,"22,051,237"
energies.energy,337,"1,107.27",2022-10-12 22:59:11,"22,051,237"
energies.energy,338,"1,107.52",2022-10-12 22:59:40,"22,051,237"
energies.energy,339,"1,130.47",2022-10-12 23:50:12,"22,051,237"
energies.energy,340,"1,130.65",2022-10-12 23:50:39,"22,051,237"
energies.energy,341,"1,130.84",2022-10-12 23:51:10,"22,051,237"
energies.energy,342,"1,131.04",2022-10-12 23:51:40,"22,051,237"
energies.energy,343,"1,131.26",2022-10-12 23:52:12,"22,051,237"
energies.energy,344,"1,131.43",2022-10-12 23:52:41,"22,051,237"
energies.energy,345,"1,132.1",2022-10-12 23:54:11,"22,051,237"
energies.energy,346,"1,132.3",2022-10-12 23:54:43,"22,051,237"
energies.energy,347,"1,132.48",2022-10-12 23:55:10,"22,051,237"
energies.energy,348,"1,132.69",2022-10-12 23:55:42,"22,051,237"
energies.energy,349,"1,133.54",2022-10-12 23:57:42,"22,051,237"
energies.energy,350,"1,133.71",2022-10-12 23:58:12,"22,051,237"
energies.energy,351,"1,133.88",2022-10-12 23:58:39,"22,051,237"
energies.energy,352,"1,134.08",2022-10-12 23:59:08,"22,051,237"
energies.energy,353,"1,134.31",2022-10-12 23:59:39,"22,051,237"
energies.energy,354,"1,158.53",2022-10-13 00:50:09,"22,051,237"
energies.energy,355,"1,158.74",2022-10-13 00:50:41,"22,051,237"
energies.energy,356,"1,158.93",2022-10-13 00:51:10,"22,051,237"
energies.energy,357,"1,159.16",2022-10-13 00:51:42,"22,051,237"
energies.energy,358,"1,159.39",2022-10-13 00:52:12,"22,051,237"
energies.energy,359,"1,159.59",2022-10-13 00:52:38,"22,051,237"
energies.energy,360,"1,159.85",2022-10-13 00:53:09,"22,051,237"
energies.energy,361,"1,160.11",2022-10-13 00:53:40,"22,051,237"
energies.energy,362,"1,160.36",2022-10-13 00:54:10,"22,051,237"
energies.energy,363,"1,160.61",2022-10-13 00:54:41,"22,051,237"
energies.energy,364,"1,160.86",2022-10-13 00:55:10,"22,051,237"
energies.energy,365,"1,161.09",2022-10-13 00:55:39,"22,051,237"
energies.energy,366,"1,161.33",2022-10-13 00:56:13,"22,051,237"
energies.energy,367,"1,161.57",2022-10-13 00:56:39,"22,051,237"
energies.energy,368,"1,161.81",2022-10-13 00:57:13,"22,051,237"
energies.energy,369,"1,162.02",2022-10-13 00:57:40,"22,051,237"
energies.energy,370,"1,162.26",2022-10-13 00:58:09,"22,051,237"
energies.energy,371,"1,162.49",2022-10-13 00:58:40,"22,051,237"
energies.energy,372,"1,162.7",2022-10-13 00:59:10,"22,051,237"
energies.energy,373,"1,162.9",2022-10-13 00:59:41,"22,051,237"
energies.energy,374,"1,185.41",2022-10-13 01:50:00,"22,051,237"
energies.energy,375,"1,185.57",2022-10-13 01:50:30,"22,051,237"
energies.energy,376,"1,185.71",2022-10-13 01:51:00,"22,051,237"
energies.energy,377,"1,185.89",2022-10-13 01:51:31,"22,051,237"
energies.energy,378,"1,186.07",2022-10-13 01:52:00,"22,051,237"
energies.energy,379,"1,186.22",2022-10-13 01:52:31,"22,051,237"
energies.energy,380,"1,186.41",2022-10-13 01:53:00,"22,051,237"
energies.energy,381,"1,186.59",2022-10-13 01:53:30,"22,051,237"
energies.energy,382,"1,186.74",2022-10-13 01:54:00,"22,051,237"
energies.energy,383,"1,186.96",2022-10-13 01:54:30,"22,051,237"
energies.energy,384,"1,187.15",2022-10-13 01:55:00,"22,051,237"
energies.energy,385,"1,187.39",2022-10-13 01:55:33,"22,051,237"
energies.energy,386,"1,187.61",2022-10-13 01:56:01,"22,051,237"
energies.energy,387,"1,187.81",2022-10-13 01:56:30,"22,051,237"
energies.energy,388,"1,188.04",2022-10-13 01:57:00,"22,051,237"
energies.energy,389,"1,188.26",2022-10-13 01:57:30,"22,051,237"
energies.energy,390,"1,188.46",2022-10-13 01:58:00,"22,051,237"
energies.energy,391,"1,188.67",2022-10-13 01:58:30,"22,051,237"
energies.energy,392,"1,188.87",2022-10-13 01:59:00,"22,051,237"
energies.energy,393,"1,189.05",2022-10-13 01:59:31,"22,051,237"
energies.energy,394,"1,209.19",2022-10-13 02:50:00,"22,051,237"
energies.energy,395,"1,209.35",2022-10-13 02:50:30,"22,051,237"
energies.energy,396,"1,209.53",2022-10-13 02:51:00,"22,051,237"
energies.energy,397,"1,209.74",2022-10-13 02:51:30,"22,051,237"
energies.energy,398,"1,209.9",2022-10-13 02:52:01,"22,051,237"
energies.energy,399,"1,210.27",2022-10-13 02:53:01,"22,051,237"
energies.energy,400,"1,210.42",2022-10-13 02:53:30,"22,051,237"
energies.energy,401,"1,210.55",2022-10-13 02:54:00,"22,051,237"
energies.energy,402,"1,210.69",2022-10-13 02:54:30,"22,051,237"
energies.energy,403,"1,210.84",2022-10-13 02:55:00,"22,051,237"
energies.energy,404,"1,210.96",2022-10-13 02:55:31,"22,051,237"
energies.energy,405,"1,211.11",2022-10-13 02:56:00,"22,051,237"
energies.energy,406,"1,211.26",2022-10-13 02:56:31,"22,051,237"
energies.energy,407,"1,211.43",2022-10-13 02:57:00,"22,051,237"
energies.energy,408,"1,211.61",2022-10-13 02:57:30,"22,051,237"
energies.energy,409,"1,211.81",2022-10-13 02:58:00,"22,051,237"
energies.energy,410,"1,212.02",2022-10-13 02:58:30,"22,051,237"
energies.energy,411,"1,212.45",2022-10-13 02:59:30,"22,051,237"
